11729,11731,12060
11729,11731,6920
11729,11731,9777
11729,11731,9772
11729,11731,6917
11729,11731,9775
11729,11731,6915
11729,11731,12063
11729,11731,12061
11729,11731,12064
11729,11731,12062
11729,11731,9779
1672,2575
1672,2575,5257
1672,2575,5259
1672,2575,5260
1672,2575,5258
1672,2575,2580
1672,2575,5256
1672,2575,12070
1672,2575,12069
1672,2576
1672,2576,12071
1672,2576,12072
1672,2576,1455
1672,2576,5262
1672,2576,13542
1672,2576,12073
1672,2577
1672,2577,13543
1672,2577,2588
1672,2577,3997
1672,2577,3998
1672,2577,5265
1672,2577,2587
1672,2577,12076
1672,2577,4000
1672,2577,12074
1672,2577,5271
1672,2615
1672,2615,9187
1672,2615,9188
1672,2615,9189
1672,2615,11934
1672,2615,9190
1672,2615,11935
1672,2615,9191
5025,5026,13674
5025,5026,13669
5025,5026,13668
5025,5026,13672
652,12345,12348
5025,5026,13670
5025,5026,12094
5025,5026,13671
6144,13062
6144,6182
6144,6160
6144,6167
6144,6155
6144,6172
6144,6174
6144,12040
6144,12042
6144,6146,6152
6144,6146,13531
11729,11730,6908
11729,11730,6907
11729,11730,6906
11729,11730,9783
11729,11730,6909
11729,11730,6911
11729,11730,9781
11729,11730,12066
11729,11730,12067
11729,11730,9782
11729,11730,6910
11729,11730,6912
11729,11730,6913
1318,12099,9754
1318,12099,9757
1318,12099,9755
1318,12099,12100
1318,12099,9761
1318,12099,9768
1318,12099,9758
1318,12099,9760
1318,12099,9759
1318,12102
1318,12102,9766
1318,12102,12107
1318,12102,9767
1318,12102,12108
1318,12102,12104
1318,12102,9764
1318,12102,9762
1318,12102,9763
1318,12102,12103
1318,12102,12106
1318,1463
1318,1463,1483
1318,1463,12110
1318,1463,12109
1318,1463,13792
1318,1463,12858
1318,1463,13793
1318,1463,5153
1318,1463,12859
1318,1463,12111
1318,1463,12112
1318,1463,12114
1318,1463,13808
1318,1463,1487
1318,1463,13796
1318,1463,13794
1318,1463,13795
1318,12115
1318,12115,13806
1318,12115,12116
1318,12115,12120
1318,12115,12118
1318,12115,13791
1318,12115,12119
1318,12115,12861
1318,12115,12121
1318,12115,13807
1318,1466
1318,1466,1695
1318,1466,1698
1318,1466,1697
1318,1466,12122
1318,1466,1696
1318,1466,1700
1318,1466,1701
1318,1466,1699
1318,1466,5155
1318,1466,13804
1318,1466,5156
1318,2628
1318,2628,12136
1318,2628,12130
1318,2628,12123
1318,2628,12124
1318,2628,12137
1318,2628,12125
1318,2628,12126
1318,2628,12127
1318,2628,12128
1318,2628,12140
1318,2628,12141
1318,2628,12138
1318,2628,12129
1318,2628,12132
1318,2628,12133
1318,2628,12134
1318,2628,12139
1318,2628,12142
1318,1462
1318,1462,1473
1318,1462,1480
1318,1462,13803
1318,1462,1478
1318,1462,2629
1318,1462,5152
1318,1462,1477
1318,1462,1474
1318,1462,12143
1318,1462,1476
1318,1462,2691
1318,1462,1479
1318,1462,2631
1318,1462,1475
1318,1462,12145
1318,1462,12146
1318,1462,12144
1318,12147
1318,12147,13799
1318,12147,12149
1318,12147,13800
1318,12147,12151
1318,12147,12152
1318,12147,12150
1318,12147,13801
1318,12147,13802
1318,12147,12153
1318,12154
1318,12154,12160
1318,12154,12159
1318,12154,12155
1318,12154,13798
1318,12154,12157
1318,12154,12156
1318,12154,12161
6728,6742
6728,6742,9248
6728,6742,11850
6728,6742,6756
6728,6742,11852
6728,6742,9971
6728,6742,6766
6728,6742,11859
6728,6742,6767
6728,6742,6768
6728,6742,11951
6728,6742,6769
6728,13256,13246
6728,6742,13243
6728,6742,13244
6728,6742,9964
6728,6742,13245
6728,6742,6795
6728,6742,6770
6728,6742,12406
6728,6745
6728,6745,11883
6728,6745,11882
6728,6745,11887
6728,6745,13255
6728,6745,6972
6728,6745,6785
6728,6745,11888
6728,6745,11886
6728,6745,6798
6728,6745,11889
6728,6745,11953
6728,6740
6728,6740,6807
6728,6740,9962
6728,6740,6749
6728,6740,9959
6728,6740,11867
6728,6740,6753
6728,6740,6965
6728,6740,12409
6728,6740,13248
6728,6740,9961
6728,6740,13247
6728,6740,13250
6728,6740,6752
6728,6740,12408
6728,6740,13249
6728,6743
6728,6743,13253
6728,6743,11875
6728,6743,13251
6728,6743,6757
6728,6743,11878
6728,6743,9974
6728,6743,13254
6728,6743,11880
6728,6747
6728,6747,11954
6728,6747,12407
6728,6747,13270
6728,6747,9985
6728,6747,6796
6728,6747,11955
6728,6747,6804
6728,6747,6801
6728,6747,11898
6728,13256
6728,13256,13258
6728,13256,13259
6728,13256,13260
6728,13256,13261
6728,13256,13262
6728,13256,13263
6728,13256,13264
6728,12402
6728,12402,13242
6728,12402,12405
6728,12402,12403
6728,12402,12404
6728,12402,13266
6728,12402,13267
1319,1523,7054
1319,1524
1319,1524,9399
1319,1524,1534
1319,1524,1537
1319,1524,7055
1319,1524,1538
1319,1524,1539
1319,1524,12191
1319,1525
1319,1525,1546
1319,1525,7058
1319,1525,1548
1319,1526
1319,1526,1550
1319,1526,1551
1319,1526,12197
1319,1526,1553
1319,1526,13287
1319,1526,1552
1319,1526,7061
1319,1526,13286
1319,1527
1319,1527,1559
1319,1527,1555
1319,1527,13288
1319,1527,1557
1319,1527,12341
1319,1527,13289
1319,1527,1562
1319,1527,1560
1319,6313
1319,6313,6316
1319,6313,6317
1319,6313,13291
1319,6313,11234
1319,6313,11235
1319,6313,6315
1319,6313,6314
1319,4997,4998
1319,4997,5000
1319,4997,5002
1319,4997,12198
1319,4997,5001
1319,4997,7062
1319,4997,13292
1319,4997,6319
1319,1528
1319,1528,1563
1319,1528,1564
1319,1528,13293
1319,1528,1565
1319,1528,1568
1319,1528,1569
1319,1528,1566
1319,1528,4702
1319,1528,12192
1319,1528,1567
6233,6235
6233,6271
6233,6275
6233,6264
6233,6236
6233,6253
6233,6260
6233,6237
6233,6279
6233,6289
6233,6291
6233,6291,6296
6233,6291,6299
6233,6291,6303
6233,6291,6301
6233,6291,6300
6233,6291,6305
12218,12221,13563 
12218,12221,13565
12218,12221,13555
12218,12221,13556
12218,12221,13560
12218,12221,14053
12218,12221,13558
12218,13553,13573
12218,13553,13575
12218,13553,13577
12218,13553,13576
12218,13553,13574
12218,13553,13578
12218,13581,13582
12218,13581,13583
12218,13586,13587
12218,13586,13588 
12218,13581,13585
12218,12222,12242
12218,12222,12243
12218,12222,12244
12218,12222,12240
12218,12222,13579
12218,12222,12245
12218,12222,13580
12218,13591,13593
12218,13591,13594
12218,13591,13597
12218,13591,13596
12218,13591,13595
12218,13598,13603
12218,13598,13601
12259,12260,9438
12259,12260,9437
12259,12260,9439
12259,12260,9436
12259,12260,12261
1320,5019
1320,5019,5020
1320,5019,5021
1320,5019,5022
1320,5019,5023
1320,5019,5024
1320,1583
1320,1583,1590
1320,1583,1591
1320,1583,1592
1320,1583,13757
1320,1583,1593
1320,1583,1594
1320,1583,1595
1320,1581,2669
1320,1581,2670
1320,1581,2656
1320,1581,2648
1320,1581,2644
1320,1581,2647
1320,1581,2653
1320,1581,4693
1320,1581,12217
1320,12202
1320,12202,12204
1320,12202,12205
1320,12202,12206
1320,12202,12207
1320,12202,12208
1320,12202,12209
1320,12202,12210
1320,12202,12212
1320,12202,12213
1320,12202,12211
1320,12202,12214
1320,1585
1320,1585,1602
1320,1585,9434
1320,1585,10975
1320,1585,3986
1320,1585,12200
1320,1585,1601
1320,1585,12201
1320,1584
1320,1584,2676
1320,1584,2677
1320,1584,2678
1320,1584,2679
1320,1584,13760
1320,1584,2680
1672,2599,1443
1672,2599,12078
1672,2599,1445
1672,2599,1446
1672,2599,1442
1672,2599,1444
1672,2599,12080
1672,2599,12079
1672,2599,5266
1672,2599,13665
1672,2599,4942
1672,2599,4698
1672,2599,13667
1672,2599,6980
12473,12480,12518
12473,12480,12515
12473,12480,12516
12473,12558,12562
12473,12479,12586
12473,12479,12584
12473,12558,12561
12473,12558,12560
12473,12558,12773
12473,12565,12568
12473,12565,12567
12473,12565,12573
12473,12566,12577
12473,12566,12578
12473,12566,12579
12473,12566,12580
12473,13050,13051
12473,13050,13052
12473,13050,13053
12473,13054,13055
12473,13054,13056
12473,13058,13059
12473,13058,13060
12473,12479,12582
12473,12479,13231
12473,12479,13229
12473,12479,12585
9192,12632,12634
9192,12632,12635
9192,12632,12636
9192,12632,12637
9192,12632,12638
9192,12632,12639
9192,12632,12640
9192,12632,12641
9192,12632,12642
9192,12632,12643
9192,12632,12644
9192,12632,12645
9192,12632,12646
9192,12632,12647
9192,9193
9192,9193,9203
9192,9193,12162
9192,9193,12163
9192,9193,9200
9192,9193,9208
9192,9193,9207
9192,9193,9205
9192,9193,9202
9192,9193,9209
9192,9193,12164
9192,9193,12165
9192,9194
9192,9194,9215
9192,9194,9221
9192,9194,9222
9192,9194,9224
9192,9194,12171
9192,9194,9227
9192,9194,9214
9192,9194,9226
9192,9194,12172
9192,9194,12173
9192,9194,12174
9192,9194,12177
9192,9194,9225
9192,9194,12175
9192,9194,12176
9192,9194,12178
9192,9195
9192,9195,12186
9192,9195,12612
9192,9195,12179
9192,9195,9229
9192,9195,9230
9192,9195,12613
9192,9195,12183
9192,9195,12614
9192,9195,12615
9192,9195,12616
9192,9195,12184
9192,9195,12617
9192,9195,12182
9192,9195,12185
9192,9196
9192,9196,1503
9192,9196,1504
9192,9196,12609
9192,9196,1505
9192,9196,12610
9192,9196,1506
9192,9197
9192,9197,12187
9192,9197,12587
9192,9197,12588
9192,9197,12589
9192,9197,12590
9192,9197,12188
9192,9197,12593
9192,9197,12594
9192,9197,12595
9192,9197,12596
9192,9197,1509
9192,9197,1508
9192,9197,2687
9192,9197,12597
9192,12190
9192,12190,12602
9192,12190,1514
9192,12190,12604
9192,12190,12605
9192,12190,1518
9192,12190,12607
9192,13893,13897
9192,13893,13899
9192,13893,13900
1713,3263,3394
1713,3263,4761
1713,3263,3399
1713,3263,3395
1713,3263,3396
1713,3263,3398
1713,3263,3401
1713,3263,3391
1713,3263,3393
1713,3263,4762
1713,3263,3392
1713,3289
1713,3290
1713,3291
1713,3294
1713,3289,3839
1713,3291,6624
1713,3290,3876
1713,3290,6594
1713,3259
1713,3260
1713,3261
1713,3272
1713,3262
1713,12776
1713,3265
1713,3264
1713,3267
1713,3266,3444
1713,3265,3430
1713,3264,13620
1713,3279
1713,3276
1713,3281
1713,3277
1713,3280
1713,3269
1713,3271
1713,9278
1713,9291
1713,9301
1713,9314,9315
1713,9309
1713,3288
1713,3284
1713,3282
1713,9351
1713,3285
1713,9368
1713,4855
1713,6929
4938,4939,13234
4938,12420,13755
4938,12420,12422
4938,12420,12423
4938,11760,12374
4938,11760,14408
4938,11760,12373
4938,11760,12372
4938,12316,13111
4938,12316,12319
4938,12316,13112
4938,12316,13109
4938,12316,13110
4938,9394,9392
4938,9394,9393
13678,13684,13688
